Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
MAR,2022,Q1,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",428.0,441.0,428.0,441.0,13,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,501812,Residential,"Alicante St, Dist. 4",,8.0,8.0,8.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501750,Residential,"Alicante St, Dist. 2",224.0,249.0,224.0,249.0,25,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500251,Residential,"Alicante St, Dist. 2",1649.0,1657.0,1649.0,1657.0,8,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500014,Residential,"Alicante St, Dist. 4",3869.0,3869.0,3869.0,3869.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500262,Residential,"Alicante St, Dist. 2",3027.0,3037.0,3027.0,3037.0,10,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501676,Residential,"Alicante St, Dist. 2",424.0,438.0,424.0,438.0,14,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500015,Residential,"Alicante St, Dist. 4",1700.0,1701.0,1700.0,1701.0,1,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500249,Residential,"Alicante St, Dist. 2",1973.0,1985.0,1973.0,1985.0,12,Corrected,Active
MAR,2022,Q1,District 1,Alicante Street,501129,Residential,"Alicante St, Dist. 1",1173.0,1209.0,1173.0,1209.0,36,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500012,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,501411,Residential,"Alicante St, Dist. 2",37.0,37.0,37.0,37.0,0,Corrected,Active
MAR,2022,Q1,District 1,Alicante Street,500523,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,501024,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Alicante Street,500316,Residential,"Alicante St, Dist. 3",4102.0,4113.0,4102.0,4113.0,11,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500488,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,500987,Residential,"Alicante St, Dist. 2",228.0,233.0,228.0,233.0,5,Corrected,Active
MAR,2022,Q1,District 1,Alicante Street,500357,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 1,Alicante Street,501105,Residential,"Alicante St, Dist. 1",589.0,602.0,589.0,602.0,13,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500985,Residential,"Alicante St, Dist. 2",922.0,,922.0,922.0,0,Corrected,Disconnected
MAR,2022,Q1,District 4,Alicante Street,501379,Residential,"Alicante St, Dist. 4",606.0,612.0,606.0,612.0,6,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500340,Residential,"Alicante St, Dist. 2",4158.0,4178.0,4158.0,4178.0,20,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500552,Residential,"Alicante St, Dist. 3",3991.0,4009.0,3991.0,4009.0,18,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500264,Residential,"Alicante St, Dist. 2",549.0,569.0,549.0,569.0,20,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500905,Residential,"Alicante St, Dist. 2",2826.0,2826.0,2826.0,2826.0,0,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500146,Residential,"Alicante St, Dist. 3",6125.0,6133.0,6125.0,6133.0,8,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500563,Residential,"Alicante St, Dist. 2",2739.0,2739.0,2739.0,2739.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500537,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,500564,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,501558,Commercial,"Alicante St, Dist. 2",6.0,6.0,6.0,6.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501690,Residential,"Alicante St, Dist. 2",451.0,465.0,451.0,465.0,14,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501332,Residential,"Alicante St, Dist. 2",1949.0,1992.0,1949.0,1992.0,43,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500711,Residential,"Alicante St, Dist. 2",1062.0,1072.0,1062.0,1072.0,10,Corrected,Active
MAR,2022,Q1,District 1,Alicante Street,501025,Residential,"Alicante St, Dist. 1",708.0,721.0,708.0,721.0,13,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,501023,Residential,"Alicante St, Dist. 4",208.0,212.0,208.0,212.0,4,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501289,Residential,"Alicante St, Dist. 2",,694.0,694.0,694.0,0,Corrected,Defect
MAR,2022,Q1,District 2,Alicante Street,500461,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,500623,Residential,"Alicante St, Dist. 2",601.0,648.0,601.0,648.0,47,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500008,Residential,"Alicante St, Dist. 2",2015.0,2027.0,2015.0,2027.0,12,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500760,Residential,"Alicante St, Dist. 3",407.0,413.0,407.0,413.0,6,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500094,Residential,"Alicante St, Dist. 4",3170.0,3188.0,3170.0,3188.0,18,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500678,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,501306,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Defect
MAR,2022,Q1,District 2,Alicante Street,501613,Residential,"Alicante St, Dist. 2",1242.0,1272.0,1242.0,1272.0,30,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,501518,Commercial,"Alicante St, Dist. 3",743.0,753.0,743.0,753.0,10,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501291,Residential,"Alicante St, Dist. 2",1302.0,1314.0,1302.0,1314.0,12,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501128,Residential,"Alicante St, Dist. 2",478.0,478.0,478.0,478.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500793,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 4,Alicante Street,500010,Residential,"Alicante St, Dist. 4",301.0,310.0,301.0,310.0,9,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500907,Commercial,"Alicante St, Dist. 2",2199.0,2200.0,2199.0,2200.0,1,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500910,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 4,Alicante Street,500178,Residential,"Alicante St, Dist. 4",10242.0,10273.0,10242.0,10273.0,31,Corrected,Active
MAR,2022,Q1,District 4,Alicante Street,500559,Residential,"Alicante St, Dist. 4",208.0,209.0,208.0,209.0,1,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500284,Commercial,"Alicante St, Dist. 2",21487.0,21616.0,21487.0,21616.0,129,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500717,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 3,Alicante Street,500013,Residential,"Alicante St, Dist. 3",4242.0,,4242.0,4242.0,0,Corrected,Defect
MAR,2022,Q1,District 4,Alicante Street,500794,Residential,"Alicante St, Dist. 4",750.0,750.0,750.0,750.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500408,Residential,"Alicante St, Dist. 2",5566.0,5566.0,5566.0,5566.0,0,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500973,Commercial,"Alicante St, Dist. 2",238.0,239.0,238.0,239.0,1,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500475,Residential,"Alicante St, Dist. 2",1101.0,1117.0,1101.0,1117.0,16,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500986,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,501344,Residential,"Alicante St, Dist. 2",367.0,370.0,367.0,370.0,3,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500250,Residential,"Alicante St, Dist. 2",933.0,952.0,933.0,952.0,19,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500789,Residential,"Alicante St, Dist. 3",1189.0,1205.0,1189.0,1205.0,16,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500978,Residential,"Alicante St, Dist. 2",2069.0,2080.0,2069.0,2080.0,11,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,501620,Residential,"Alicante St, Dist. 2",948.0,977.0,948.0,977.0,29,Corrected,Active
MAR,2022,Q1,District 1,Alicante Street,501799,Residential,"Alicante St, Dist. 1",63.0,76.0,63.0,76.0,13,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500650,Residential,"Alicante St, Dist. 3",2939.0,2949.0,2939.0,2949.0,10,Corrected,Active
MAR,2022,Q1,District 3,Flores Street,501079,Residential,"Flores St, Dist. 3",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,501481,Residential,"Alicante St, Dist. 2",1257.0,1274.0,1257.0,1274.0,17,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500696,Residential,"Alicante St, Dist. 2",1152.0,1198.0,1152.0,1198.0,46,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500812,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 2,Alicante Street,501722,Residential,"Alicante St, Dist. 2",271.0,283.0,271.0,283.0,12,Corrected,Active
MAR,2022,Q1,District 1,Alicante Street,500271,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 4,Alicante Street,500093,Residential,"Alicante St, Dist. 4",2214.0,2225.0,2214.0,2225.0,11,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500839,Residential,"Alicante St, Dist. 3",5053.0,5081.0,5053.0,5081.0,28,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,501088,Residential,"Alicante St, Dist. 3",2102.0,2121.0,2102.0,2121.0,19,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500265,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2022,Q1,District 4,Alicante Street,500241,Residential,"Alicante St, Dist. 4",4341.0,4377.0,4341.0,4377.0,36,Corrected,Active
MAR,2022,Q1,District 2,Alicante Street,500270,Residential,"Alicante St, Dist. 2",1079.0,1096.0,1079.0,1096.0,17,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,501425,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Defect
MAR,2022,Q1,District 2,Alicante Street,500011,Residential,"Alicante St, Dist. 2",2348.0,2348.0,2348.0,2348.0,0,Corrected,Active
MAR,2022,Q1,District 3,Alicante Street,500723,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Disconnected
