Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
JUL,2020,Q3,District 2,Jones Street,501314,Commercial,"Jones St, Dist. 2",81.0,89.0,81.0,89.0,8,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501090,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,500426,Residential,"Jones St, Dist. 2",3892.0,3896.0,3892.0,3896.0,4,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501144,Residential,"Jones St, Dist. 2",857.0,881.0,857.0,881.0,24,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501073,Residential,"Jones St, Dist. 2",1040.0,1057.0,1040.0,1057.0,17,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500807,Residential,"Jones St, Dist. 2",898.0,904.0,898.0,904.0,6,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500558,Commercial,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,501140,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,501191,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,500762,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Defect
JUL,2020,Q3,District 2,Jones Street,501063,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,500344,Residential,"Jones St, Dist. 2",3512.0,3528.0,3512.0,3528.0,16,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501547,Residential,"Jones St, Dist. 2",424.0,439.0,424.0,439.0,15,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500573,Residential,"Jones St, Dist. 2",323.0,337.0,323.0,337.0,14,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501376,Residential,"Jones St, Dist. 2",878.0,903.0,878.0,903.0,25,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501098,Residential,"Jones St, Dist. 2",364.0,384.0,364.0,384.0,20,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500770,Commercial,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 2,Jones Street,501243,Residential,"Jones St, Dist. 2",292.0,298.0,292.0,298.0,6,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,500883,Residential,"Jones St, Dist. 2",1813.0,1825.0,1813.0,1825.0,12,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501567,Residential,"Jones St, Dist. 2",805.0,843.0,805.0,843.0,38,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501407,Residential,"Jones St, Dist. 2",761.0,782.0,761.0,782.0,21,Corrected,Active
JUL,2020,Q3,District 2,Jones Street,501163,Residential,"Jones St, Dist. 2",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,501010,Residential,"Letada St, Dist. 3",715.0,742.0,715.0,742.0,27,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500244,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,501247,Residential,"Letada St, Dist. 3",690.0,735.0,690.0,735.0,45,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501388,Residential,"Letada St, Dist. 3",464.0,468.0,464.0,468.0,4,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501035,Residential,"Letada St, Dist. 3",394.0,405.0,394.0,405.0,11,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500234,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500110,Residential,"Letada St, Dist. 3",4856.0,4864.0,4856.0,4864.0,8,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500757,Residential,"Letada St, Dist. 3",615.0,636.0,615.0,636.0,21,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500122,Residential,"Letada St, Dist. 3",1893.0,1929.0,1893.0,1929.0,36,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501633,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500593,Residential,"Letada St, Dist. 3",2964.0,2976.0,2964.0,2976.0,12,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500765,Residential,"Letada St, Dist. 3",1088.0,1099.0,1088.0,1099.0,11,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501135,Residential,"Letada St, Dist. 3",700.0,712.0,700.0,712.0,12,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501540,Residential,"Letada St, Dist. 3",220.0,226.0,220.0,226.0,6,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501463,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
JUL,2020,Q3,District 3,Letada Street,500341,Residential,"Letada St, Dist. 3",448.0,472.0,448.0,472.0,24,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501697,Residential,"Letada St, Dist. 3",111.0,115.0,111.0,115.0,4,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500923,Residential,"Letada St, Dist. 3",744.0,752.0,744.0,752.0,8,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500514,Residential,"Letada St, Dist. 3",2655.0,2774.0,2655.0,2774.0,119,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,501272,Residential,"Letada St, Dist. 3",1165.0,1167.0,1165.0,1167.0,2,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500928,Commercial,"Letada St, Dist. 3",1594.0,1606.0,1594.0,1606.0,12,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500821,Residential,"Letada St, Dist. 3",52.0,61.0,52.0,61.0,9,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500111,Residential,"Letada St, Dist. 3",2639.0,2654.0,2639.0,2654.0,15,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500800,Residential,"Letada St, Dist. 3",1187.0,1187.0,1187.0,1187.0,0,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500078,Residential,"Letada St, Dist. 3",146.0,160.0,146.0,160.0,14,Corrected,Active
JUL,2020,Q3,District 3,Letada Street,500232,Residential,"Letada St, Dist. 3",,,,,0,Corrected,Disconnected
